지점,일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec)
22103,1998-05-25,5.4,1007.1,87,17.1,17.2,1.3,.4,.6,2.1,11.9,75
22103,1998-05-26,2.9,1011.1,85,17.6,18,.8,.2,.4,1.4,9.4,10.2
22103,1998-05-27,2.2,1015.1,88,18.3,18.5,.5,.1,.2,.8,9.2,10.2
22103,1998-05-28,4,1012,98,18.2,17.9,.8,.2,.3,1.1,9.5,10.2
22103,1998-05-29,3.3,1008.1,96,18.3,18.5,.6,.2,.2,.8,12.2,75
22103,1998-05-30,5.2,1010.7,76,18.7,18,.7,.2,.3,1,9.5,10.2
22103,1998-05-31,3,1014.4,70,18.8,18.8,.6,.2,.3,1.1,9.2,10.2
22103,1998-06-01,5.1,1009,83,17.5,18.1,.7,.2,.5,1.9,13.4,75
22103,1998-06-02,8,998.4,99,17.1,17.4,2.8,1,1.4,4.3,18,75
22103,1998-06-03,7.7,1005.1,92,16.8,17.4,2,.7,1,2.9,27,75
22103,1998-06-04,4,1011.2,89,17.6,17.5,,.3,.5,,,
22103,1998-06-05,8.6,1011.5,91,17.8,17.4,2,.7,.9,2.7,16.2,75
22103,1998-06-06,9.1,1012.5,86,17.6,17.4,2.2,.7,1,2.7,25,75
22103,1998-06-07,5.2,1013.1,78,17.6,19,1.5,.5,.9,3,14.8,75
22103,1998-06-08,5.6,1011.8,90,19.1,19.8,1,.3,.6,1.9,13.9,75
22103,1998-06-09,7.4,1010,98,18.4,19.4,1.8,.6,.9,2.3,24.6,75
22103,1998-06-10,2.3,1010.7,91,19.9,20,1.3,.4,.8,2.2,6.2,9.5
22103,1998-06-11,6,1012.9,88,19.6,19.6,1.4,.5,.7,1.8,12.6,75
22103,1998-06-12,9.1,1008.7,94,19.5,19.6,2,.7,1.3,3.6,34.1,75
22103,1998-06-13,11.5,999.3,94,19.8,20.2,3.3,1.2,1.7,4.8,6.2,16.7
22103,1998-06-14,9.2,1001.8,93,19.1,20.5,3.1,1.1,1.4,4.1,8.6,9.5
22103,1998-06-15,2.3,1006.5,81,20.4,21.2,1.7,.6,.8,2.7,7.4,9
22103,1998-06-16,2.9,1005.7,91,20.6,21.5,1.2,.4,.5,1.5,6.8,9.5
22103,1998-06-17,6.6,1004.9,92,20.7,21.5,1.7,.5,.7,2.3,11.1,75
22103,1998-06-18,6.4,1005.2,91,20.7,21.6,1.9,.6,.8,2.3,7.6,11.8
22103,1998-06-19,6.1,1003.1,94,20.9,21.6,1.9,.6,1,2.7,6.1,9.5
22103,1998-06-20,3.5,1009.6,92,21.8,22.2,1.7,.6,.8,2.2,4.4,9
22103,1998-06-21,11.7,1007.8,90,21.3,21.6,2.8,.9,1.1,3.8,24.4,75
22103,1998-06-22,14,1010.9,84,20.5,21.4,3.6,1.3,1.7,5.6,6.7,9.5
22103,1998-06-23,,1012.4,88,20.1,21.2,,1.2,1.5,,18.4,75
22103,1998-07-06,3.6,1014.9,100,23.7,23.4,.6,.2,.2,.9,12.5,75
22103,1998-07-07,4.9,1012.7,100,23.9,22.4,1.2,.4,.5,1.8,22.8,75
22103,1998-07-08,5,,,,,,.4,.5,,,
22103,1998-07-09,3,1010.3,100,24.8,24.3,1,.3,.5,1.4,19.2,75
22103,1998-07-12,5.5,1008.6,96,23.3,22.7,1.3,.4,.5,2,10.6,75
22103,1998-07-13,8.5,1011.5,87,22.7,22.9,1.9,.6,.8,2.4,23.2,75
22103,1998-07-14,7.3,1010.2,87,23.3,23.3,1.7,.5,.7,2.7,13.6,75
22103,1998-07-15,4.7,1002.9,96,23.7,24,2.1,.7,.9,3.2,12.4,75
22103,1998-07-16,4.7,999.8,96,23.6,23.7,2,.7,.9,2.5,8.8,10.2
22103,1998-07-17,11.3,1001.6,88,23.3,24.2,3.1,1.1,1.3,3.7,14.7,75
22103,1998-07-19,5.4,997.7,90,24.6,24.6,2,.7,.8,2.6,9.1,10.2
22103,1998-07-20,2.3,1000.2,96,25,24.8,1.8,.6,.7,2.3,9,10.2
22103,1998-07-21,4.7,1002.8,92,24.3,24.5,1.9,.6,.9,2.7,9,9.5
22103,1998-07-22,7.3,1004.5,93,24.6,24.9,2.4,.8,1,3,8.9,10.2
22103,1998-07-23,9.7,1005.8,88,24.9,25.3,2.6,.9,1.1,3.3,8.8,10.9
22103,1998-07-24,14.2,1004,88,24.7,24.9,3.7,1.3,1.7,4.4,16.7,75
22103,1998-07-26,7,999,94,25.1,25.9,2.1,.7,1.2,3.4,8.5,9.5
22103,1998-07-27,2.9,1002.6,94,25,25.7,1.4,.5,.7,2.4,8.1,10.9
22103,1998-07-28,3.1,1004.2,92,25.3,26.1,.9,.3,.4,1.2,9.4,10.2
22103,1998-07-29,2.1,1006.7,89,25.9,26.3,.7,.2,.3,.9,12.2,75
22103,1998-07-30,6.1,1008.5,91,25.7,26.1,1.2,.4,.5,1.6,10,11.8
22103,1998-07-31,7.7,1007.1,93,26.8,26.1,2.2,.7,1.1,3.5,18.5,75
22103,1998-08-01,,1005.1,96,26.3,25.8,,,,,,
22103,1998-08-02,7.6,1008.9,98,26.3,25.7,2.4,.8,1,3,7.2,11.8
22103,1998-08-03,4.7,1012.3,98,26.6,26.3,1.8,.6,.8,2.3,12.1,75
22103,1998-08-04,3.2,1012.7,96,27.1,27.1,1,.3,.5,1.4,10,11.8
22103,1998-08-05,4.7,1010.2,96,27.2,26.9,1.5,.5,.9,2.6,11.3,14.3
22103,1998-08-06,5.3,1009.3,96,27.2,26.6,2.4,.8,1,3.5,9.7,10.9
22103,1998-08-07,5.1,,,,,2.1,.7,.8,2.7,8,9
22103,1998-08-08,4.7,1009.3,95,27.3,26.8,2.1,.7,.9,2.6,3.8,10.2
22103,1998-08-09,,1009,95,27.2,27.2,,,,,,
22103,1998-08-11,,1008,93,27.5,27.3,,,,,,
22103,1998-08-14,3.7,1008.1,97,26.7,26.9,1.5,.5,.6,1.8,10.4,11.8
22103,1998-08-15,6.6,1007.1,94,27.1,26.2,2.5,.8,1,3.3,21.2,75
22103,1998-08-16,4.9,1006.4,96,26.5,26,2.5,.8,1,3.4,4.3,8
22103,1998-08-17,3.6,1007.8,91,25.8,26.1,1.7,.5,.8,2.4,7,11.8
22103,1998-08-18,6.7,1007.9,94,25.8,25.4,2,.7,.8,2.5,8.5,10.2
22103,1998-08-19,5.1,1011.6,90,24.4,24.6,1.1,.4,.6,1.5,12.5,75
22103,1998-08-21,2.5,1012.7,93,24.5,24.6,.4,.1,.1,.6,10.3,12.8
22103,1998-08-23,3.5,1009.5,95,24.8,24.5,1.2,.3,.4,1.7,22,75
22103,1998-08-24,5.4,1007.4,94,23.7,23.6,1.3,.4,.6,2,26.1,75
22103,1998-09-03,4.1,1014.7,79,26.3,25.8,.7,.2,.3,1,10.7,15
22103,1998-09-04,1.9,1013.8,80,26.7,25.9,.5,.1,.2,.6,10.5,11.8
22103,1998-09-05,2,1011.8,78,26.5,25.1,.4,.1,.1,.6,10.2,10.9
22103,1998-09-06,2.9,1011,79,26.3,24.9,.4,.1,.1,.5,9.7,10.9
22103,1998-09-08,,1013,94,26.4,24.7,,,,,,
22103,1998-09-09,3.1,1015.4,97,26.9,24.6,.5,.1,.2,.6,10.2,11.8
22103,1998-09-10,2.9,1017.5,98,26.9,25.1,.6,.2,.2,.8,10.6,16.7
22103,1998-09-11,2.1,1017.1,96,27.3,26.3,.6,.2,.2,.8,16,75
22103,1998-09-12,4,1017.2,88,27.6,27.6,.7,.2,.5,1.7,11,14.3
22103,1998-09-13,7.9,1016.9,78,27.7,27.1,1.9,.6,.8,2.7,17.1,75
22103,1998-09-14,4.5,1013.1,82,27.2,26.5,1.3,.4,.8,2.4,15.5,75
22103,1998-09-15,6.2,1007.7,81,26.7,25.9,.9,.3,.6,2,10.2,11.8
22103,1998-09-16,5.7,1009.5,62,25,25.2,1.6,.5,.7,2,11,15
22103,1998-09-18,10.2,1013.9,72,25,23.5,2.5,.8,1.2,3.5,10.9,14.3
22103,1998-09-19,10.9,1012.9,92,26.1,23.3,,1.4,1.9,5.3,,10.9
22103,1998-09-20,,,,,,,,1.4,3.8,,9.5
22103,1998-09-21,,,,,,,,.7,2.3,,10.9
22103,1998-09-22,7,1011.8,72,24.9,24,1.7,.6,1.2,3.2,10.5,11.8
22103,1998-09-23,10.2,1018,79,24.9,24,3,1,1.4,4.2,10.1,11.8
22103,1998-09-24,7.3,1018.1,83,25,24.3,1.8,.6,.8,2.6,10.5,11.8
22103,1998-09-25,,,,,,,,.6,1.7,,10.9
22103,1998-09-26,6.1,1021,76,26.1,23.8,1.3,.4,.6,2,16.1,75
22103,1998-09-27,6.7,1021.3,76,25.6,23.3,1.5,.5,.8,2.7,18.6,75
22103,1998-09-28,11.3,1019.7,78,25.3,23.2,3.2,1.1,1.5,4,27.7,75
22103,1998-11-10,,1015.9,,24.7,,,,,,55.3,75
22103,1998-11-11,,1015.7,,25.3,,,,,,,
22103,1998-11-13,,1012.7,,25.5,,,,,,61.8,75
22103,1998-11-14,,1014.9,,26.2,,,,,,58.7,75
22103,1998-11-15,,1014.7,,22.6,,,,,,61.8,75
22103,1998-11-20,2.3,1018.7,49,7.2,6.9,.1,,,.1,75,75
22103,1998-11-22,4.5,1013.1,69,5.7,5.7,.3,.1,.1,.5,62.2,75
22103,1998-11-23,1.6,1015.5,58,7.9,6.9,.3,.1,.1,.4,65.3,75
22103,1998-11-24,3.2,1013.2,62,9,8.3,,,,,66.4,75
22103,1998-11-25,2.2,1017.6,62,7.3,6.8,.3,.1,.1,.3,61.6,75
22103,1998-11-26,,1019.1,71,11.6,11.4,,,,,54.9,75
22103,1998-11-27,,1016.8,87,14,14.5,1.2,.4,.6,2,12.7,75
22103,1998-11-28,6,1018.7,58,11,14.6,1.2,.4,.7,2.1,9.4,11.8
22103,1998-11-29,3.4,1018.8,67,12.8,15.1,.7,.2,.3,.9,9.9,11.8
22103,1998-11-30,6.1,1015,88,13.3,14.8,1.3,.4,.6,1.9,9.6,10.9
22103,1998-12-01,5,1019.1,77,13.5,15.1,.9,.3,.5,1.5,9.9,11.8
22103,1998-12-02,7.4,1025.7,74,10.4,14.6,1.4,.5,.7,1.8,10.2,11.8
22103,1998-12-03,7,1027.8,55,8.7,14,1.5,.5,.6,1.8,9.3,10.2
22103,1998-12-04,3.3,1027.6,47,8.8,14,1.1,.3,.5,1.6,8.5,10.9
22103,1998-12-05,8.2,1029.4,62,9.1,13.8,1.3,.4,.6,2.2,10.8,17.6
22103,1998-12-06,3.3,1031.1,59,8.2,13.3,.9,.3,.5,1.5,10.1,12.8
22103,1998-12-07,8.4,1026.4,67,9.9,13.7,1.3,.5,.7,2.1,9.5,10.9
22103,1998-12-08,10.7,1031.7,61,6.2,14.6,2.3,.8,1.1,3.6,16,75
22103,1998-12-09,7,1035.9,65,5.6,13.3,1.1,.4,.6,2.1,10,15
22103,1998-12-10,7.5,1036.3,59,5.9,13.2,1.2,.4,.4,1.5,10.5,11.8
22103,1998-12-11,7.7,1034.6,54,7.8,13.3,1.5,.5,.8,2.8,10.5,11.8
22103,1998-12-12,3.5,1032.7,61,8.3,14.5,.8,.3,.3,1,10.5,10.9
22103,1998-12-13,7.3,1029.3,68,9.8,14.2,1.1,.4,.5,1.6,10.4,11.8
22103,1998-12-14,8.8,1023.3,69,12.4,13.9,1.9,.6,1.3,3.7,15.2,75
22103,1998-12-15,8.7,1025,60,8.9,13,2,.7,1.1,3.6,9.7,11.8
22103,1998-12-16,6.9,1025.1,63,11.5,13.3,1.2,.4,.5,1.7,11,12.8
22103,1998-12-17,4.1,1027.2,57,11,13.4,.7,.2,.3,1.3,10,11.8
22103,1998-12-18,3.7,1024.8,81,11.9,13.6,.6,.2,.2,.7,10.2,11.8
22103,1998-12-19,4.2,1020.1,75,13.8,15.5,.6,.2,.4,1.1,10.4,11.8
22103,1998-12-20,6.5,1022.6,39,10,14.3,1.1,.3,.5,1.7,10.6,11.8
22103,1998-12-21,5.6,1023.6,62,11.8,15.7,1,.3,.4,1.5,10,11.8
22103,1998-12-22,5.6,1021.4,69,12.4,15.9,,.2,.4,,,
22103,1998-12-23,9.4,1020.9,64,9.6,15.6,,.5,.7,,,
22103,1998-12-24,5.8,1026.3,60,9.4,14.1,,.4,.7,,,
22103,1998-12-25,6.9,1024.1,56,9.2,14.6,,.4,.7,,,
22103,1998-12-26,5.2,1024,63,9.1,14.8,,.3,.7,,,
22103,1998-12-27,8.2,1026.1,63,9.9,14.3,,.4,.6,,,
22103,1998-12-28,4.6,1029.9,53,10,14.1,,.2,.4,,,
22103,1998-12-29,7.1,1027.5,67,10.6,14.4,,.4,.6,,,
22103,1998-12-30,8.9,1028.4,54,5.4,13.7,,.5,.8,,,
22103,1998-12-31,9.5,1030,54,5.4,14.3,,.6,.8,,,
22103,1999-04-01,5.7,1015.9,89,15.6,14.3,1.4,.5,.7,2.1,10.3,11.8
22103,1999-04-02,9.9,1015.3,72,11.8,13.1,1.9,.6,.9,2.5,26.3,75
22103,1999-04-03,4.6,1021.9,55,10,13.3,1,.3,.8,2,17.8,75
22103,1999-04-04,3.6,1017.8,66,11.7,13.7,.7,.2,.3,1.1,9.7,10.9
22103,1999-04-05,4.6,1012,65,13,13.7,1,.3,1,3.4,15.6,75
22103,1999-04-06,12.5,1010,72,10.1,12.9,3.1,1.1,1.5,5.2,52.1,75
22103,1999-04-07,3.8,1020.3,69,9.8,12.5,1.2,.4,.5,1.9,9.9,10.9
22103,1999-04-08,2.7,1021.7,78,12.7,12.8,.9,.3,.4,1.2,9.7,10.9
22103,1999-04-09,7.8,1011.6,92,14.3,13.4,2.7,.9,2.7,7.4,13.6,75
22103,1999-04-10,6.4,1003.3,87,13.4,13.6,4.9,1.7,3.4,8.9,9.7,10.9
22103,1999-04-11,5.1,1010.8,80,13.8,13.6,1.8,.6,.8,2.5,9.3,10.9
22103,1999-04-12,10.8,999,88,13.4,13.2,3.2,1.1,1.8,5.4,15.4,75
22103,1999-04-13,15,1005.8,66,10.5,13.1,4.4,1.5,2.8,6.7,11.9,75
22103,1999-04-14,9.4,1017.5,53,11.4,12.5,1.9,.6,1,3,12.8,75
22103,1999-04-15,2.5,1018.8,69,12.9,12.7,.6,.2,.3,1.1,10.1,10.9
22103,1999-04-16,2.6,1015.9,87,13.7,13.3,.6,.2,.2,.8,9.8,10.9
22103,1999-04-17,4,1012.3,93,13.9,13.3,.7,.2,.4,1.2,9.5,10.9
22103,1999-04-18,7.4,1006.6,90,14.3,13.7,2.4,.8,1.2,3.3,9.1,10.9
22103,1999-04-19,3.2,1008.8,86,14.7,14.2,1.1,.4,.5,1.8,8.8,10.9
22103,1999-04-20,4.4,1015.8,91,14.5,14.1,.9,.3,.6,2,10,11.8
22103,1999-05-01,2,1025.2,85,15.9,15.2,.6,.1,.3,1,9.7,11.8
22103,1999-05-02,3.1,1022.9,92,16.3,15.5,1,.3,.5,1.7,12.9,75
22103,1999-05-03,7.1,1011.9,92,17.3,15.2,2.6,.9,1.2,3.7,14.8,75
22103,1999-05-04,5.6,1003.8,84,15.7,14.8,2,.7,1,3.2,7.6,9
22103,1999-05-05,7,1006.9,73,15.6,14.6,1.3,.4,.6,2,14.6,75
22103,1999-05-06,7.6,1009.3,73,14.8,14.4,1.5,.5,.6,1.8,10.8,30
22103,1999-05-07,7.1,1010.4,78,15.7,14.7,1.3,.4,.5,1.7,13.1,75
22103,1999-05-08,5.8,1012.2,80,15.7,14.9,1,.3,.4,1.5,10.1,11.8
22103,1999-05-09,2.1,1012.3,86,15.9,15.6,.5,.1,.2,.7,10.1,10.9
22103,1999-05-10,4.3,1011.3,88,15.9,15.6,.7,.2,.5,1.6,12.9,75
22103,1999-05-11,4.2,1015.4,86,15.7,15.8,1.2,.4,.6,2,15.9,75
22103,1999-05-12,4.2,1015.1,86,15.6,15.8,.8,.2,.3,1.1,9.2,12.8
22103,1999-05-13,5,1013.3,87,16,15.8,.7,.2,.3,.9,11,14.3
22103,1999-05-14,2.9,1013.5,90,16.2,16.3,.7,.2,.3,1.2,11,12.8
22103,1999-05-15,3.5,1011.4,91,15.7,16,.5,.1,.2,.8,13.4,75
22103,1999-05-16,4.1,1010.6,91,16.3,16.1,.7,.2,.3,.9,11.3,16.7
22103,1999-05-17,7.7,1010.5,91,16.4,15.6,1.6,.5,1.1,3.4,25,75
22103,1999-05-18,9.6,1000.8,94,17.6,16.4,4,1.4,2.7,7.3,25.1,75
22103,1999-05-19,10.4,1003.1,80,16,15.8,2.8,1,1.5,4.8,8.8,10.2
22103,1999-05-20,6.4,1012.7,85,16.2,15.7,1.6,.5,.7,2.1,8.9,10.9
22103,1999-05-21,4.2,1015.6,82,17.4,16.2,1,.3,.4,1.2,13.6,75
22103,1999-05-22,2.2,1014.8,91,17.6,16.9,.6,.2,.2,.8,15.6,75
22103,1999-05-23,6.2,1007.7,95,17.1,16.3,2.1,.7,1,3.8,23.8,75
22103,1999-06-01,2.4,1010.2,94,18.9,17.3,1.2,.4,.5,1.4,11.8,75
22103,1999-06-02,5.4,1005.2,97,17.9,16.6,1.4,.5,.8,2.5,16.9,75
22103,1999-06-03,4.1,1006.6,95,18,17.5,1.4,.4,.6,2.2,9.6,10.9
22103,1999-06-04,,,,,,.6,.2,.3,.9,10.5,11.8
22103,1999-06-05,7.6,1012.7,90,18.5,18,1.6,.6,.7,2.3,11.1,12.8
22103,1999-06-06,4.7,1011.2,95,18.8,18.1,1.5,.5,.6,2,10.9,12.8
22103,1999-06-07,2.2,1008.6,95,19.3,19.1,1.9,.6,.9,2.7,11.6,14.3
22103,1999-06-08,2.4,1008.8,91,19.7,19.7,2,.7,.9,2.6,10.8,11.8
22103,1999-06-09,4.5,1011.7,87,20.1,19,2,.7,.9,2.5,10.5,10.9
22103,1999-06-10,4.3,1011.1,92,19.4,19.4,1.3,.4,.6,1.6,9.4,10.9
22103,1999-06-11,2.4,1009.9,85,20.6,20.2,1.5,.5,.6,2.1,8.9,10.2
22103,1999-06-12,1.5,1010.6,89,21,20.8,1.1,.3,.5,1.4,9,10.2
22103,1999-06-13,1.7,1008.3,84,21.5,21,1.2,.4,.5,1.7,8.9,10.2
22103,1999-06-14,1.7,1007,92,21.3,21.4,.7,.2,.3,1,11.5,75
22103,1999-06-15,2.9,1006,95,21.6,20.8,.7,.2,.4,1.5,18,75
22103,1999-06-16,6.8,1001.7,96,21.6,19.4,2.1,.7,1.1,3.5,32,75
22103,1999-06-17,6.3,1001.5,95,18.6,18.5,2.6,.9,1.2,3.6,7.8,75
22103,1999-06-18,3.1,1006.9,92,18,18.6,1.4,.5,.7,1.9,9.4,75
22103,1999-06-19,2.6,1008.5,89,19.2,19.4,1,.3,.5,1.4,8.7,10.9
22103,1999-06-20,1.7,1010.5,93,19.3,18.9,.9,.3,.5,1.3,7.2,10.9
22103,1999-06-21,5.9,1009.4,92,19.7,18.9,1.2,.4,.9,2.6,34.3,75
22103,1999-06-22,8.6,1008.8,88,20.8,20.6,2.2,.7,.9,2.8,48,75
